category,name,prompt,negative,my prompt,my prefix,my type,my lookup,my negative,my name,my number,my seed mod,calculated seed,skip
fantasy-cartoon-exterior,81-sm-dwelling-fantasy-cartoony-isometric-1,"small cottage, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small cottage,small,cottage,dwelling,,sm-dwelling,81,0,1,
fantasy-cartoon-exterior,82-sm-dwelling-fantasy-cartoony-isometric-2,"small cottage, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small cottage,small,cottage,dwelling,,sm-dwelling,82,1,2,
fantasy-cartoon-exterior,83-sm-dwelling-fantasy-cartoony-isometric-3,"small cottage, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small cottage,small,cottage,dwelling,,sm-dwelling,83,2,3,
fantasy-cartoon-exterior,84-sm-dwelling-fantasy-cartoony-isometric-4,"small cottage, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small cottage,small,cottage,dwelling,,sm-dwelling,84,3,4,
fantasy-cartoon-exterior,85-sm-dwelling-fantasy-cartoony-isometric-5,"small cottage, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small cottage,small,cottage,dwelling,,sm-dwelling,85,4,5,
fantasy-cartoon-exterior,86-sm-dwelling-fantasy-cartoony-isometric-6,"small cottage, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small cottage,small,cottage,dwelling,,sm-dwelling,86,5,6,
fantasy-cartoon-exterior,87-sm-dwelling-fantasy-cartoony-isometric-7,"small cottage, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small cottage,small,cottage,dwelling,,sm-dwelling,87,6,7,
fantasy-cartoon-exterior,88-sm-dwelling-fantasy-cartoony-isometric-8,"small cottage, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small cottage,small,cottage,dwelling,,sm-dwelling,88,7,8,
fantasy-cartoon-exterior,89-sm-dwelling-fantasy-cartoony-isometric-9,"small cottage, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small cottage,small,cottage,dwelling,,sm-dwelling,89,8,9,
fantasy-cartoon-exterior,90-sm-dwelling-fantasy-cartoony-isometric-10,"small cottage, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small cottage,small,cottage,dwelling,,sm-dwelling,90,9,10,
fantasy-cartoon-exterior,91-sm-dwelling-fantasy-cartoony-isometric-1,"small cottage, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small cottage,small,cottage,dwelling,,sm-dwelling,91,0,1,
fantasy-cartoon-exterior,92-sm-dwelling-fantasy-cartoony-isometric-2,"small cottage, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small cottage,small,cottage,dwelling,,sm-dwelling,92,1,2,
fantasy-cartoon-exterior,93-sm-dwelling-fantasy-cartoony-isometric-3,"small cottage, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small cottage,small,cottage,dwelling,,sm-dwelling,93,2,3,
fantasy-cartoon-exterior,94-sm-dwelling-fantasy-cartoony-isometric-4,"small cottage, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small cottage,small,cottage,dwelling,,sm-dwelling,94,3,4,
fantasy-cartoon-exterior,95-sm-dwelling-fantasy-cartoony-isometric-5,"small cottage, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small cottage,small,cottage,dwelling,,sm-dwelling,95,4,5,
fantasy-cartoon-exterior,96-sm-dwelling-fantasy-cartoony-isometric-6,"small cottage, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small cottage,small,cottage,dwelling,,sm-dwelling,96,5,6,
fantasy-cartoon-exterior,97-sm-dwelling-fantasy-cartoony-isometric-7,"small cottage, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small cottage,small,cottage,dwelling,,sm-dwelling,97,6,7,
fantasy-cartoon-exterior,98-sm-dwelling-fantasy-cartoony-isometric-8,"small cottage, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small cottage,small,cottage,dwelling,,sm-dwelling,98,7,8,
fantasy-cartoon-exterior,99-sm-dwelling-fantasy-cartoony-isometric-9,"small cottage, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small cottage,small,cottage,dwelling,,sm-dwelling,99,8,9,
fantasy-cartoon-exterior,100-sm-dwelling-fantasy-cartoony-isometric-10,"small cottage, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small cottage,small,cottage,dwelling,,sm-dwelling,100,9,10,
fantasy-cartoon-exterior,101-sm-social-fantasy-cartoony-isometric-1,"small tavern, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small tavern,small,tavern,social,,sm-social,101,0,1,
fantasy-cartoon-exterior,102-sm-social-fantasy-cartoony-isometric-2,"small tavern, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small tavern,small,tavern,social,,sm-social,102,1,2,
fantasy-cartoon-exterior,103-sm-social-fantasy-cartoony-isometric-3,"small tavern, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small tavern,small,tavern,social,,sm-social,103,2,3,
fantasy-cartoon-exterior,104-sm-social-fantasy-cartoony-isometric-4,"small tavern, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small tavern,small,tavern,social,,sm-social,104,3,4,
fantasy-cartoon-exterior,105-sm-social-fantasy-cartoony-isometric-5,"small tavern, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small tavern,small,tavern,social,,sm-social,105,4,5,
fantasy-cartoon-exterior,106-sm-social-fantasy-cartoony-isometric-6,"small tavern, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small tavern,small,tavern,social,,sm-social,106,5,6,
fantasy-cartoon-exterior,107-sm-social-fantasy-cartoony-isometric-7,"small tavern, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small tavern,small,tavern,social,,sm-social,107,6,7,
fantasy-cartoon-exterior,108-sm-social-fantasy-cartoony-isometric-8,"small tavern, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small tavern,small,tavern,social,,sm-social,108,7,8,
fantasy-cartoon-exterior,109-sm-social-fantasy-cartoony-isometric-9,"small tavern, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small tavern,small,tavern,social,,sm-social,109,8,9,
fantasy-cartoon-exterior,110-sm-social-fantasy-cartoony-isometric-10,"small tavern, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small tavern,small,tavern,social,,sm-social,110,9,10,
fantasy-cartoon-exterior,111-sm-store-fantasy-cartoony-isometric-1,"small general store, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small general store,small,general store,store,,sm-store,111,0,1,
fantasy-cartoon-exterior,112-sm-store-fantasy-cartoony-isometric-2,"small general store, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small general store,small,general store,store,,sm-store,112,1,2,
fantasy-cartoon-exterior,113-sm-store-fantasy-cartoony-isometric-3,"small general store, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small general store,small,general store,store,,sm-store,113,2,3,
fantasy-cartoon-exterior,114-sm-store-fantasy-cartoony-isometric-4,"small general store, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small general store,small,general store,store,,sm-store,114,3,4,
fantasy-cartoon-exterior,115-sm-store-fantasy-cartoony-isometric-5,"small general store, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small general store,small,general store,store,,sm-store,115,4,5,
fantasy-cartoon-exterior,116-sm-store-fantasy-cartoony-isometric-6,"small general store, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small general store,small,general store,store,,sm-store,116,5,6,
fantasy-cartoon-exterior,117-sm-store-fantasy-cartoony-isometric-7,"small general store, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small general store,small,general store,store,,sm-store,117,6,7,
fantasy-cartoon-exterior,118-sm-store-fantasy-cartoony-isometric-8,"small general store, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small general store,small,general store,store,,sm-store,118,7,8,
fantasy-cartoon-exterior,119-sm-store-fantasy-cartoony-isometric-9,"small general store, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small general store,small,general store,store,,sm-store,119,8,9,
fantasy-cartoon-exterior,120-sm-store-fantasy-cartoony-isometric-10,"small general store, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small general store,small,general store,store,,sm-store,120,9,10,
fantasy-cartoon-exterior,121-sm-healer-fantasy-cartoony-isometric-1,"small doctor's office, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small doctor's office,small,doctor's office,healer,,sm-healer,121,0,1,
fantasy-cartoon-exterior,122-sm-healer-fantasy-cartoony-isometric-2,"small doctor's office, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small doctor's office,small,doctor's office,healer,,sm-healer,122,1,2,
fantasy-cartoon-exterior,123-sm-healer-fantasy-cartoony-isometric-3,"small doctor's office, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small doctor's office,small,doctor's office,healer,,sm-healer,123,2,3,
fantasy-cartoon-exterior,124-sm-healer-fantasy-cartoony-isometric-4,"small doctor's office, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small doctor's office,small,doctor's office,healer,,sm-healer,124,3,4,
fantasy-cartoon-exterior,125-sm-healer-fantasy-cartoony-isometric-5,"small doctor's office, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small doctor's office,small,doctor's office,healer,,sm-healer,125,4,5,
fantasy-cartoon-exterior,126-sm-healer-fantasy-cartoony-isometric-6,"small doctor's office, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small doctor's office,small,doctor's office,healer,,sm-healer,126,5,6,
fantasy-cartoon-exterior,127-sm-healer-fantasy-cartoony-isometric-7,"small doctor's office, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small doctor's office,small,doctor's office,healer,,sm-healer,127,6,7,
fantasy-cartoon-exterior,128-sm-healer-fantasy-cartoony-isometric-8,"small doctor's office, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small doctor's office,small,doctor's office,healer,,sm-healer,128,7,8,
fantasy-cartoon-exterior,129-sm-healer-fantasy-cartoony-isometric-9,"small doctor's office, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small doctor's office,small,doctor's office,healer,,sm-healer,129,8,9,
fantasy-cartoon-exterior,130-sm-healer-fantasy-cartoony-isometric-10,"small doctor's office, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small doctor's office,small,doctor's office,healer,,sm-healer,130,9,10,
fantasy-cartoon-exterior,131-sm-government-fantasy-cartoony-isometric-1,"small town hall, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small town hall,small,town hall,government,,sm-government,131,0,1,
fantasy-cartoon-exterior,132-sm-government-fantasy-cartoony-isometric-2,"small town hall, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small town hall,small,town hall,government,,sm-government,132,1,2,
fantasy-cartoon-exterior,133-sm-government-fantasy-cartoony-isometric-3,"small town hall, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small town hall,small,town hall,government,,sm-government,133,2,3,
fantasy-cartoon-exterior,134-sm-government-fantasy-cartoony-isometric-4,"small town hall, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small town hall,small,town hall,government,,sm-government,134,3,4,
fantasy-cartoon-exterior,135-sm-government-fantasy-cartoony-isometric-5,"small town hall, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small town hall,small,town hall,government,,sm-government,135,4,5,
fantasy-cartoon-exterior,136-sm-government-fantasy-cartoony-isometric-6,"small town hall, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small town hall,small,town hall,government,,sm-government,136,5,6,
fantasy-cartoon-exterior,137-sm-government-fantasy-cartoony-isometric-7,"small town hall, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small town hall,small,town hall,government,,sm-government,137,6,7,
fantasy-cartoon-exterior,138-sm-government-fantasy-cartoony-isometric-8,"small town hall, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small town hall,small,town hall,government,,sm-government,138,7,8,
fantasy-cartoon-exterior,139-sm-government-fantasy-cartoony-isometric-9,"small town hall, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small town hall,small,town hall,government,,sm-government,139,8,9,
fantasy-cartoon-exterior,140-sm-government-fantasy-cartoony-isometric-10,"small town hall, exterior isometric, Disney style, RPG style, cartoony, DnD, fantasy, computer game, white background, cartoon, anime","split screen, interior, realistic, collection, trees+++",small town hall,small,town hall,government,,sm-government,140,9,10,
